Num_Name	Epoch	q	e	i	w	Node	Tp	Ref
C/1860 D1-A (Liais)	457	1.198875	1	79.6819	209.7599	326.0179	18600217.12	SAO_2008
C/1860 D1-B (Liais)	457	1.198174	1	79.6193	209.688	326.0119	18600217.17	SAO_2008
C/1860 H1 (Rumker)	475	1.306664	1	48.236	41.2172	10.8261	18600306.07	SAO_2008
C/1860 M1 (Great comet)	632	0.292885	1	79.3233	76.8841	86.6271	18600616.56	SAO_2008
C/1860 U1 (Tempel)	676	0.682653	1	32.2097	311.9767	46.7744	18600922.81	SAO_2008
C/1861 G1 (Thatcher)	920	0.9207	0.983465	79.7733	213.4496	31.8674	18610603.89	SAO_2008
C/1861 J1 (Great comet)	920	0.822384	0.98507	85.4424	330.0841	280.9099	18610612.01	SAO_2008
C/1861 Y1 (Tuttle)	1117	0.839027	1	138.0019	331.5973	147.0373	18611207.67	SAO_2008
C/1862 N1 (Schmidt)	1325	0.981328	1	172.1091	27.1664	328.4371	18620622.53	SAO_2008
C/1862 W1 (Respighi)	1503	0.803238	1	137.5412	230.5764	357.6952	18621228.67	SAO_2008
C/1862 X1 (Bruhns)	1520	0.794764	1.000049	85.3553	74.4657	118.8387	18630203.99	SAO_2008
C/1863 G1 (Klinkerfues)	1600	1.068038	0.999159	112.6209	3.9669	253.1661	18630405.4	SAO_2008
C/1863 G2 (Respighi)	1600	0.628781	0.999079	85.4961	55.5925	252.0825	18630421.36	SAO_2008
C/1863 T1 (Baeker)	1880	1.313114	1.000665	83.3151	78.1166	106.9346	18631229.67	SAO_2008
C/1863 V1 (Tempel)	1800	0.706413	0.998879	78.0817	357.2129	99.394	18631109.97	SAO_2008
C/1863 Y1 (Respighi)	1899	0.771492	1	64.4906	115.6692	306.6287	18631228.26	SAO_2008
C/1864 N1 (Tempel)	2080	0.90929	0.996351	178.1269	151.5802	97.6742	18640816.08	SAO_2008
C/1864 O1 (Donati-Toussaint)	2160	0.931212	0.999358	109.7124	232.4593	33.6662	18641011.89	SAO_2008
C/1864 R1 (Donati)	2080	0.626106	1	134.9822	346.0949	176.8808	18640728.31	SAO_2008
C/1864 X1 (Baeker)	2228	0.770731	1	48.8623	118.4522	205.1126	18641222.95	SAO_2008
C/1864 Y1 (Bruhns)	2252	1.114634	1	162.8931	178.4993	342.7789	18641228.22	SAO_2008
C/1865 B1 (Great southern comet)	2251	0.025844	1	92.4945	111.7175	254.8252	18650114.83	SAO_2008
C/1867 S1 (Baeker-Winnecke)	3277	0.330359	1	96.5735	148.6408	66.8417	18671107.46	SAO_2008
C/1868 L1 (Winnecke)	3510	0.578577	1	131.5581	126.6431	54.1124	18680626.98	SAO_2008
C/1869 T1 (Tempel)	3980	1.230731	1	111.6853	188.194	313.3277	18691010.35	SAO_2008
C/1870 K1 (Winnecke)	4258	1.008692	1	121.7835	198.2279	143.5674	18700714.58	SAO_2008
C/1870 Q1 (Coggia)	4308	1.816602	1	99.358	354.9389	14.7591	18700902.67	SAO_2008
C/1870 W1 (Winnecke)	4416	0.389262	1	147.2703	90.6273	96.5866	18701220.38	SAO_2008
C/1871 G1 (Winnecke)	4589	0.6543	0.997814	87.6034	222.5068	281.1122	18710611.1	SAO_2008
C/1871 L1 (Tempel)	4590	1.083363	1	101.9782	96.322	213.703	18710727.53	SAO_2008
C/1871 V1 (Tempel)	4800	0.691268	0.995714	98.2992	242.8935	148.9291	18711220.87	SAO_2008
C/1873 Q1 (Borrelly)	5400	0.794061	0.996482	95.9662	193.7729	232.3621	18730911.28	SAO_2008
C/1873 Q2 (Henry)	5440	0.384913	0.99973	121.4625	233.7544	178.4959	18731002.27	SAO_2008
C/1874 D1 (Winnecke)	5592	0.044568	1	58.8932	269.5098	32.0541	18740310.43	SAO_2008
C/1874 G1 (Winnecke)	5657	0.885773	1	148.4122	331.7167	275.8486	18740314.44	SAO_2008
C/1874 H1 (Coggia)	5720	0.675782	0.99882	66.3439	152.3804	120.495	18740709.36	SAO_2008
C/1874 O1 (Borrelly)	5762	0.982649	0.998831	41.8266	92.6123	253.2797	18740827.34	SAO_2008
C/1874 Q1 (Coggia)	5720	1.687985	0.962822	34.1267	149.585	217.6274	18740718.2	SAO_2008
C/1874 X1 (Borrelly)	5815	0.508226	1	99.2205	16.2682	283.7164	18741019.44	SAO_2008
C/1877 C1 (Borrelly)	6639	0.807441	1	152.8948	347.1611	188.9608	18770119.68	SAO_2008
C/1877 G1 (Winnecke)	6727	0.94998	0.9987	121.1548	63.1204	318.3341	18770418.16	SAO_2008
C/1877 G2 (Swift)	6720	1.009053	0.997923	77.1916	116.7721	347.7984	18770427.31	SAO_2008
C/1877 R1 (Coggia)	6874	1.575904	1	102.2274	143.2049	252.7106	18770911.72	SAO_2008
C/1877 T1 (Tempel)	6798	1.070451	1	115.7261	103.2436	185.9981	18770627.57	SAO_2008
C/1878 N1 (Swift)	7186	1.391967	1	78.1761	177.5898	103.9645	18780721.19	SAO_2008
C/1879 M1 (Swift)	7467	0.896547	1	107.044	3.7528	47.4546	18790427.92	SAO_2008
C/1879 Q1 (Palisa)	7627	0.989608	1	77.1302	115.456	88.8689	18791005.13	SAO_2008
C/1879 Q2 (Hartwig)	7591	0.99148	1	107.7629	84.2634	34.1187	18790829.78	SAO_2008
C/1880 C1 (Great southern comet)	7742	0.005494	1	144.6666	86.2486	7.7774	18800128.12	SAO_2008
C/1880 G1 (Schaeberle)	7880	1.814412	1.000813	123.0563	145.1676	258.9247	18800702.2	SAO_2008
C/1880 S1 (Hartwig)	7965	0.354634	1	141.9119	323.1288	47.0065	18800907.44	SAO_2008
C/1880 Y1 (Pechule)	8100	0.659736	1	60.7007	11.6877	251.0495	18801109.92	SAO_2008
C/1881 J1 (Swift)	8221	0.59109	1	77.9336	173.8057	128.1073	18810520.94	SAO_2008
C/1881 K1 (Great comet)	8317	0.73454694	0.99589033	63.42526	354.23229	272.63007	18810616.94	JPL4
C/1881 N1 (Schaeberle)	8316	0.633542	1	140.2281	122.1455	98.7236	18810822.81	SAO_2008
C/1881 S1 (Barnard)	8338	0.4492	1	112.816	6.286	275.8195	18810914.87	SAO_2008
C/1881 W1 (Swift)	8404	1.924973	0.990169	144.8016	117.9488	183.0394	18811120.24	SAO_2008
C/1882 F1 (Wells)	8600	0.060763	0.999994	73.7977	208.9854	206.5911	18820611.03	SAO_2008
C/1882 R1-A (Great September comet)	8709	0.00775	0.999899	142.0112	69.5843	347.6563	18820917.72	SAO_2008
C/1882 R1-B (Great September comet)	8720	0.007751	0.999907	142.0111	69.5853	347.6566	18820917.72	SAO_2008
C/1882 R1-C (Great September comet)	8709	0.007751	0.999915	142.0105	69.584	347.6545	18820917.72	SAO_2008
C/1882 R1-D (Great September comet)	8709	0.007749	0.99992	142.0093	69.5808	347.651	18820917.72	SAO_2008
C/1882 R2 (Barnard)	8748	0.955567	1	96.1466	254.2883	250.7703	18821113.48	SAO_2008
C/1883 D1 (Brooks-Swift)	8860	0.760062	1	78.0648	110.8946	279.7735	18830219.45	SAO_2008
C/1884 A1 (Ross)	9170	0.309607	1	114.977	138.5968	265.9925	18831225.79	SAO_2008
D/1884 O1 (Barnard)	9320	1.279482	0.583252	5.4701	301.0508	6.7602	18840816.97	SAO_2008
C/1885 N1 (Barnard)	9759	2.506732	1	80.624	178.5163	93.8996	18850806.18	SAO_2008
C/1885 R1 (Brooks)	9760	0.749149	0.982264	59.097	42.8501	206.3675	18850810.66	SAO_2008
C/1885 X1 (Fabry)	9923	0.64238124	1.00044166	82.62967	126.5879	37.96233	18860406.45	JPL1
C/1885 X2 (Barnard)	9943	0.47925439	1.00022563	84.43907	119.62353	69.90977	18860503.79	JPL2
C/1885 Y1 (Brooks)	9871	1.079545	1	42.4422	35.5904	263.8113	18851126.01	SAO_2008
C/1886 H1 (Brooks)	10080	0.269803	0.996783	87.6615	201.2872	194.2045	18860607.89	SAO_2008
C/1886 J1 (Brooks)	10031	0.84199	1	100.218	38.559	289.365	18860504.95	SAO_2008
D/1886 K1 (Brooks)	9960	1.325273	0.571388	12.671	176.8756	55.1391	18860607.21	SAO_2008
C/1886 T1 (Barnard-Hartwig)	10240	0.663317	1.000408	101.6154	86.3484	138.9713	18861217	SAO_2008
C/1887 B1 (Great southern comet)	10283	0.00483	1	144.383	83.513	4.585	18870111.93	SAO_2008
C/1887 B2 (Brooks)	10360	1.630145	0.983694	104.2738	159.4231	281.5113	18870317.89	SAO_2008
C/1887 B3 (Barnard)	10373	1.480714	1	85.5867	31.9115	259.7963	18861128.91	SAO_2008
C/1887 D1 (Barnard)	10326	1.006455	1	139.7763	36.5539	137.0419	18870328.94	SAO_2008
C/1887 J1 (Barnard)	10440	1.393813	0.996093	17.5479	15.0876	246.8451	18870617.16	SAO_2008
C/1888 D1 (Sawerthal)	10720	0.698772	0.995874	42.2482	359.9049	246.9623	18880317.5	SAO_2008
C/1888 P1 (Brooks)	10850	0.902226	0.999908	74.1904	59.2168	103.0576	18880731.64	SAO_2008
C/1888 R1 (Barnard)	11040	1.814916	1.00123	166.3842	340.4642	358.9751	18890131.67	SAO_2008
C/1888 U1 (Barnard)	10880	1.527853	0.991488	56.3425	290.8087	139.0896	18880913.28	SAO_2008
C/1889 G1 (Barnard)	11160	2.255596	0.999818	163.8517	236.0618	312.2212	18890611.31	SAO_2008
C/1889 O1 (Davidson)	11200	1.039721	0.997611	65.9916	345.8619	287.7115	18890719.78	SAO_2008
C/1889 X1 (Borrelly)	11394	0.269796	1	56.7537	199.8551	10.0183	18900126.98	SAO_2008
C/1890 F1 (Brooks)	11520	1.907582	1.000266	120.569	68.9273	321.8779	18900602.04	SAO_2008
C/1890 O1 (Coggia)	11578	0.764087	1	63.3509	85.6608	15.8347	18900709.04	SAO_2008
C/1890 O2 (Denning)	11640	1.260223	0.999187	98.9373	163.0523	101.659	18900925.01	SAO_2008
C/1890 V1 (Zona)	11586	2.046694	0.995872	154.307	331.2842	86.9342	18900807.38	SAO_2008
C/1891 F1 (Barnard-Denning)	11850	0.397896	1	120.5116	178.7501	195.4535	18910428.02	SAO_2008
C/1891 T1 (Barnard)	12050	0.971089	1	77.988	269.5671	219.5276	18911114.04	SAO_2008
C/1892 E1 (Swift)	12200	1.026832	0.998731	38.7002	24.4974	242.4297	18920407.15	SAO_2008
C/1892 F1 (Denning)	12240	1.970726	1.000371	89.6959	129.3189	254.939	18920511.73	SAO_2008
C/1892 Q1 (Brooks)	12480	0.975989	1.000441	24.8012	252.653	266.0346	18921228.59	SAO_2008
C/1892 W1 (Brooks)	12473	1.195108	1	143.8494	85.214	187.1426	18930106.99	SAO_2008
C/1893 N1 (Rordame-Quenisset)	12640	0.674549	0.99946	159.9804	47.1176	338.8337	18930707.77	SAO_2008
C/1893 U1 (Brooks)	12726	0.811991	0.996489	129.8233	347.4515	176.4141	18930919.72	SAO_2008
D/1894 F1 (Denning)	12880	1.147	0.697887	5.5274	46.3504	85.7329	18940209.93	SAO_2008
C/1894 G1 (Gale)	12920	0.983032	0.989884	86.9666	324.1843	207.8852	18940413.89	SAO_2008
D/1895 Q1 (Swift)	13430	1.297763	0.652013	2.9923	167.7817	171.7537	18950821.32	SAO_2008
C/1895 W1 (Perrine)	13560	0.191978	1.000051	141.6263	272.6665	321.9554	18951218.83	SAO_2008
C/1895 W2 (Brooks)	13488	0.843034	1	76.2461	298.7831	84.5467	18951021.55	SAO_2008
C/1896 C1 (Perrine-Lamp)	13633	0.587289	1	155.7381	358.3153	210.2789	18960201.28	SAO_2008
C/1896 G1 (Swift)	13667	0.566286	1.000476	55.56	1.7387	179.7008	18960418.15	SAO_2008
C/1896 R1 (Sperra)	13751	1.142895	1	88.4215	41.0582	152.44	18960711.44	SAO_2008
C/1896 V1 (Perrine)	13960	1.062791	1.000983	146.1365	172.3394	87.9315	18970208.6	SAO_2008
C/1897 U1 (Perrine)	14267	1.356679	1	69.6101	65.9082	33.4878	18971209.14	SAO_2008
C/1898 F1 (Perrine)	14360	1.095261	0.980454	72.5292	47.3073	263.8681	18980317.63	SAO_2008
C/1898 L1 (Coddington-Pauly)	14560	1.701595	1.000934	69.9358	233.2693	75.4087	18980914.55	SAO_2008
C/1898 L2 (Perrine)	14515	0.626438	1	70.03	205.6135	260.5279	18980816.71	SAO_2008
C/1898 M1 (Giacobini)	14496	1.501318	1	166.8542	22.3475	279.6618	18980726	SAO_2008
C/1898 R1 (Perrine-Chofardet)	14583	0.420373	1	28.8596	162.3761	36.2954	18981021.04	SAO_2008
C/1898 U1 (Brooks)	14598	0.756011	1	140.3448	123.552	97.7443	18981123.65	SAO_2008
C/1898 V1 (Chase)	14560	2.284591	0.999507	22.5046	4.6417	97.2443	18980920.62	SAO_2008
C/1899 E1 (Swift)	14781	0.32656351	1.00032657	146.27034	8.70605	26.40593	18990413.48	JPL3
C/1899 S1 (Giacobini)	14937	1.785838	1	76.9442	10.7733	273.6234	18990915.4	SAO_2008
C/1900 B1 (Giacobini)	15120	1.331529	1.001058	146.4486	24.4095	41.7943	19000429.41	SAO_2008
C/1900 O1 (Borrelly-Brooks)	15247	1.01483319	1.00029394	62.53285	12.42272	329.41235	19000803.7	JPL4
C/1901 G1 (Great comet)	15502	0.244812	1	131.077	203.0522	111.0333	19010424.75	SAO_2008
C/1902 G1 (Brooks)	15877	0.44392	1	65.201	229.621	54.033	19020507.8	SAO_2008
C/1902 R1 (Perrine)	16080	0.401074	0.999968	156.3548	152.9838	50.7407	19021124.36	SAO_2008
C/1902 X1 (Giacobini)	16200	2.773525	1.000603	43.8956	5.8316	118.8108	19030323.98	SAO_2008
C/1903 A1 (Giacobini)	16200	0.410561	0.99967	30.9416	133.7111	3.6492	19030316.51	SAO_2008
C/1903 H1 (Grigg)	16199	0.49942	1	66.4835	184.9416	214.4924	19030325.92	SAO_2008
C/1903 M1 (Borrelly)	16360	0.330182	1.000406	85.0155	127.2521	294.9099	19030828.11	SAO_2008
C/1904 H1 (Brooks)	16644	2.70796113	1.00307256	125.13145	53.52522	277.13221	19040307.63	JPL1
C/1904 Y1 (Giacobini)	16800	1.882049	1.000678	99.5989	40.7407	219.7891	19041103.8	SAO_2008
C/1905 F1 (Giacobini)	16954	1.11474927	0.96937429	40.46303	357.72507	158.72806	19050404.13	JPL3
C/1905 W1 (Schaer)	17144	1.052201	1	140.5768	132.6937	224.2493	19051026.26	SAO_2008
C/1905 X1 (Giacobini)	17233	0.2159	1	43.6521	199.218	93.3702	19060122.86	SAO_2008
C/1906 B1 (Brooks)	17262	1.29653888	1.00100707	126.44324	89.87261	287.7015	19051222.83	JPL5
C/1906 E1 (Kopff)	17318	3.34217306	1.00138425	4.28247	158.69519	343.62383	19051018.6	JPL3
C/1906 F1 (Ross)	17262	0.722913	1	83.4615	276.4641	73.3526	19060221.43	SAO_2008
C/1906 V1 (Thiele)	17544	1.20861087	0.94876136	56.03318	8.45607	85.80951	19061121.58	JPL1
C/1907 E1 (Giacobini)	17640	2.051705	1.001003	141.6595	317.1197	98.4842	19070319.61	SAO_2008
C/1907 G1 (Grigg-Mellish)	17662	0.923861	1	110.0572	328.7561	190.417	19070328.05	SAO_2008
C/1907 L2 (Daniel)	17840	0.512173	0.998794	8.9577	294.4727	144.2656	19070904.46	SAO_2008
C/1907 T1 (Mellish)	17833	0.982949	1	119.6347	294.3789	55.8959	19070914.86	SAO_2008
C/1908 R1 (Morehouse)	18250	0.94515946	1.00047807	140.17601	171.60833	104.45924	19081226.26	JPL3
C/1909 L1 (Borrelly-Daniel)	18463	0.842844	0.994762	52.0803	4.9955	306.8791	19090605.76	SAO_2008
C/1910 A1 (Great January comet)	18680	0.128975	0.999995	138.7812	320.9122	90.0354	19100117.59	SAO_2008
C/1910 P1 (Metcalf)	18920	1.948013	0.999797	121.0556	50.9574	290.7799	19100916.78	SAO_2008
C/1911 N1 (Kiess)	19247	0.68383092	0.99628491	148.41998	110.37031	158.66544	19110630.68	JPL5
C/1911 O1 (Brooks)	19320	0.489429	0.997005	33.8095	153.0045	294.2071	19111028.24	SAO_2008
C/1911 S2 (Quenisset)	19360	0.787623	0.998167	108.1	122.0359	36.4312	19111112.85	SAO_2008
C/1911 S3 (Beljawsky)	19320	0.303424	1.000147	96.4659	71.7112	89.8969	19111010.76	SAO_2008
C/1912 R1 (Gale)	19680	0.716079	1.000451	79.8097	25.6216	298.2475	19121005.45	SAO_2008
C/1912 V1 (Borrelly)	19696	1.107108	1	124.6351	99.6836	145.0159	19121021.46	SAO_2008
C/1913 J1 (Schaumasse)	19920	1.456831	0.995288	152.3673	52.9575	316.2621	19130515.6	SAO_2008
C/1913 R1 (Metcalf)	20025	1.35612	0.99756	143.3547	117.706	158.6396	19130914.55	SAO_2008
C/1913 Y1 (Delavan)	20440	1.104459	1.000155	68.0388	97.4671	60.3963	19141026.77	SAO_2008
C/1914 F1 (Kritzinger)	20280	1.198527	1.000106	23.9138	72.2254	200.1163	19140604.69	SAO_2008
C/1914 J1 (Zlatinsky)	20261	0.543135	1	112.9822	116.4004	33.8561	19140508.87	SAO_2008
C/1914 M1 (Neujmin)	20360	3.7468	1.00329	71.041	13.9992	271.5138	19140730.49	SAO_2008
C/1914 S1 (Campbell)	20360	0.712756	0.998666	77.836	270.3467	1.5829	19140805.47	SAO_2008
C/1915 C1 (Mellish)	20680	1.005286	1.000151	54.7922	247.7845	73.4529	19150717.65	SAO_2008
C/1915 R1 (Mellish)	20784	0.443292	1	53.546	118.8479	78.8935	19151013.9	SAO_2008
C/1916 G1 (Wolf)	21400	1.686446	0.999405	25.6592	120.6215	184.4572	19170617.07	SAO_2008
C/1917 F1 (Mellish)	21333	0.190186	0.993121	32.6828	121.319	88.6683	19170411.18	SAO_2008
C/1917 H1 (Schaumasse)	21367	0.764184	1	158.7379	119.1607	10.835	19170518.71	SAO_2008
C/1918 L1 (Reid)	21750	1.101641	1	69.7093	194.9062	18.8382	19180606.38	SAO_2008
D/1918 W1 (Schorr)	21880	1.883784	0.468582	5.5752	279.2968	118.9506	19180930.25	SAO_2008
C/1919 Q2 (Metcalf)	22280	1.115291	1.000222	46.3823	185.7533	122.0975	19191207.81	SAO_2008
C/1919 Y1 (Skjellerup)	22326	0.29769	1	123.175	276.576	316.713	19200103.17	SAO_2008
C/1920 X1 (Skjellerup)	22680	1.147892	0.994081	22.0303	340.8876	108.8324	19201211.51	SAO_2008
C/1921 E1 (Reid)	22800	1.008457	1.000357	132.1876	64.4901	269.4395	19210510.45	SAO_2008
C/1921 H1 (Dubiago)	22840	1.10081081	0.85979782	22.11217	96.59608	68.05781	19210504.49	JPL1
C/1922 B1 (Reid)	22991	1.629083	0.986968	32.4456	183.6812	275.5991	19211028.77	SAO_2008
C/1922 U1 (Baade)	23401	2.25883429	1.00101811	51.457	118.2979	221.57755	19221026.53	JPL1
C/1922 W1 (Skjellerup)	23423	0.92359	0.993735	23.3659	264.4827	263.0567	19230104.22	SAO_2008
C/1923 T1 (Dubiago-Bernard)	23741	0.777832	1	113.792	255.3244	227.7378	19231118.35	SAO_2008
C/1924 F1 (Reid)	23840	1.755695	0.998598	72.3273	271.4401	115.0738	19240313.95	SAO_2008
C/1924 R1 (Finsler)	24033	0.405993	1	120.1495	66.5394	81.124	19240904.84	SAO_2008
C/1925 F1 (Shajn-Comas Sola)	24400	4.180785	1.002432	146.7131	205.7601	358.5393	19250906.95	SAO_2008
C/1925 F2 (Reid)	24360	1.633299	0.995116	26.9797	259.2776	7.0401	19250729.87	SAO_2008
C/1925 G1 (Orkisz)	24240	1.109477	1.000605	100.0224	36.1814	319.1096	19250401.51	SAO_2008
C/1925 V1 (Wilk-Peltier)	24491	0.763569	1.000505	144.598	126.1298	141.7818	19251207.27	SAO_2008
C/1925 W1 (Van Biesbroeck)	24440	1.566243	1.000382	49.3307	106.3992	335.613	19251002.97	SAO_2008
C/1925 X1 (Ensor)	24558	0.322588	1	123.0003	354.8856	283.4568	19260211.97	SAO_2008
C/1926 B1 (Blathwayt)	24520	1.345477	0.992384	128.2986	328.2585	137.1264	19260102.8	SAO_2008
C/1927 A1 (Blathwayt)	24926	1.03557	1	92.363	231.851	19.815	19270214.5	SAO_2008
C/1927 B1 (Reid)	24879	0.75164	1	83.6631	224.4377	109.6946	19261230.41	SAO_2008
C/1927 E1 (Stearns)	24960	3.683902	0.998179	87.6525	11.1365	215.6504	19270322.75	SAO_2008
C/1927 X1 (Skjellerup-Maristany)	25240	0.176157	0.99984	85.1126	47.1588	78.2436	19271218.18	SAO_2008
C/1929 Y1 (Wilk)	25998	0.672235	0.999028	124.5103	157.4943	179.9721	19300122.31	SAO_2008
C/1930 D1 (Peltier-Schwassmann-Wachmann)	25992	1.087114	0.998131	99.883	325.0835	148.5325	19300115.61	SAO_2008
C/1930 E1 (Beyer)	26080	2.078632	1.000524	71.9693	24.627	117.3671	19300418.12	SAO_2008
C/1930 F1 (Wilk)	26080	0.48181	0.992194	67.1409	46.9599	91.2366	19300328.8	SAO_2008
C/1930 L1 (Forbes)	26133	1.1528	1	97.0912	320.9657	279.2646	19300510.44	SAO_2008
C/1931 O1 (Nagata)	26520	1.046903	0.979203	42.2957	320.1467	192.2401	19310611.77	SAO_2008
C/1931 P1 (Ryves)	26560	0.074924	0.999326	169.2881	168.1455	102.2776	19310825.91	SAO_2008
C/1932 G1 (Houghton-Ensor)	26760	1.254431	0.972127	74.2776	303.5157	213.4835	19320228.93	SAO_2008
C/1932 H1 (Carrasco)	26676	2.330615	1	58.0633	110.3054	18.7965	19311130.6	SAO_2008
C/1932 M1 (Newman)	26960	1.647412	1.000602	78.3894	69.787	246.0897	19320924.55	SAO_2008
C/1932 M2 (Geddes)	26960	2.313581	1.001431	124.9886	329.6944	216.0937	19320921.07	SAO_2008
C/1932 P1 (Peltier-Whipple)	26960	1.037198	0.976369	71.7195	38.4713	345.462	19320901.86	SAO_2008
C/1932 Y1 (Dodwell-Forbes)	27080	1.130788	0.972386	24.5025	327.3619	78.5878	19321230.53	SAO_2008
C/1933 D1 (Peltier)	27110	1.000691	1	86.6786	135.9874	312.4663	19330206.7	SAO_2008
C/1935 A1 (Johnson)	27840	0.811148	0.991304	65.4251	18.3969	92.4472	19350226.47	SAO_2008
C/1935 M1 (Jackson)	27687	3.4857	1	141.9494	124.3132	74.2111	19340906.92	SAO_2008
C/1935 Q1 (Van Biesbroeck)	28280	4.043409	1.002045	66.1122	44.8957	300.5614	19360511.64	SAO_2008
C/1936 K1 (Peltier)	28360	1.099868	0.991775	78.5447	148.4754	134.9408	19360708.96	SAO_2008
C/1936 O1 (Kaho-Kozik-Lis)	28360	0.518403	0.994389	121.9417	45.8496	265.0062	19360715.82	SAO_2008
C/1937 C1 (Whipple)	28720	1.733791	1.000137	41.5515	107.7345	128.6082	19370620.06	SAO_2008
C/1937 D1 (Wilk)	28600	0.618937	0.981098	26.0205	31.4751	58.258	19370221.53	SAO_2008
C/1937 N1 (Finsler)	28760	0.862744	0.999985	146.4156	114.8366	59.4207	19370815.67	SAO_2008
C/1937 P1 (Hubble)	28480	1.953657	0.972499	11.5806	147.4924	97.7957	19361114.25	SAO_2008
C/1939 B1 (Kozik-Peltier)	29320	0.716496	0.995103	63.5238	169.0243	289.6136	19390206.85	SAO_2008
C/1939 H1 (Jurlof-Achmarof-Hassel)	29360	0.528266	0.998477	138.1212	89.2397	312.2772	19390410.17	SAO_2008
C/1939 V1 (Friend)	29600	0.945209	0.997192	92.952	126.7769	197.1118	19391105.63	SAO_2008
C/1940 O1 (Whipple-Paraskevopoulos)	29920	1.082228	0.980843	54.6906	235.7368	135.0616	19401008.25	SAO_2008
C/1940 R2 (Cunningham)	30000	0.367751	1.000485	49.8942	199.569	296.5905	19410116.23	SAO_2008
C/1940 S1 (Okabayasi-Honda)	29840	1.061768	1.001459	133.1141	329.6782	128.0685	19400815.76	SAO_2008
C/1941 B1 (Friend-Reese-Honda)	30014	0.941864	0.981221	26.2756	132.7319	329.7897	19410120.38	SAO_2008
C/1941 B2 (de Kock-Paraskevopoulos)	30040	0.790033	0.999102	168.2039	268.6997	43.1069	19410127.66	SAO_2008
C/1941 K1 (van Gent)	30240	0.874789	1.000243	94.5165	85.3219	257.5598	19410903.18	SAO_2008
C/1942 C1 (Whipple-Bernasconi-Kulin)	30480	1.445303	1.000893	79.452	223.4157	340.9347	19420430.83	SAO_2008
C/1942 C2 (Oterma)	30640	4.113405	1.003183	172.5144	163.6206	281.0393	19420927.28	SAO_2008
C/1942 EA (Vaisala)	30406	1.287079	0.933639	37.9961	335.2229	172.2906	19420215.82	SAO_2008
C/1942 X1 (Whipple-Fedtke-Tevzadze)	30760	1.353647	0.992196	19.7127	39.8432	100.799	19430206.72	SAO_2008
C/1943 R1 (Daimaca)	30958	0.7583	1	161.3186	36.4129	83.3863	19430821.55	SAO_2008
C/1943 W1 (van Gent-Peltier-Daimaca)	31101	0.8743	1	136.181	33.078	58.631	19440112.25	SAO_2008
C/1944 H1 (Vaisala)	31440	2.410856	0.9935	17.2882	238.9426	29.0848	19450104.06	SAO_2008
C/1944 K2 (van Gent)	31280	2.225933	1.002085	95.0056	336.9741	203.5003	19440717.61	SAO_2008
C/1945 L1 (du Toit)	31592	0.998063	1	156.508	280.1236	255.0453	19450517.15	SAO_2008
C/1945 W1 (Friend-Peltier)	31806	0.19435	1	49.48	216.712	326.204	19451217.28	SAO_2008
C/1945 X1 (du Toit)	31817	0.007516	1	141.8734	72.0619	351.2006	19451227.97	SAO_2008
C/1946 C1 (Timmers)	31920	1.724129	1.001169	72.8427	54.328	129.665	19460413.26	SAO_2008
C/1946 K1 (Pajdusakova-Rotbart-Weber)	31951	1.018252	1	169.5619	22.2328	301.9765	19460511.44	SAO_2008
C/1946 P1 (Jones)	32120	1.136113	1.000776	56.9647	320.413	238.3356	19461026.78	SAO_2008
C/1946 U1 (Bester)	32240	2.407663	1.000947	108.1742	348.625	35.5588	19470207.36	SAO_2008
C/1947 F1 (Rondanina-Bester)	32320	0.559799	0.997427	39.3015	303.7545	353.9098	19470520.96	SAO_2008
C/1947 F2 (Becvar)	32309	0.961836	1	129.1558	182.1286	323.0708	19470503.92	SAO_2008
C/1947 K1 (Bester)	32336	1.402863	1	111.4094	357.3889	233.0629	19470531.11	SAO_2008
C/1947 O1 (Wirtanen)	32400	2.827968	1.001052	97.3313	9.3752	311.7961	19470718.35	SAO_2008
C/1947 S1 (Bester)	32600	0.748125	1.000363	140.5681	350.2146	271.4398	19480216.42	SAO_2008
C/1947 V1 (Honda)	32507	0.75309	1	106.291	221.236	312.659	19471117.91	SAO_2008
C/1947 X1-A (Southern comet)	32520	0.110032	0.999548	138.5419	196.1521	337.304	19471202.58	SAO_2008
C/1947 X1-B (Southern comet)	32520	0.110023	0.999629	138.5332	196.1504	337.3059	19471202.58	SAO_2008
C/1947 Y1 (Mrkos)	32600	1.499557	1.001085	77.5331	61.9241	199.301	19480216.69	SAO_2008
C/1948 E1 (Pajdusakova-Mrkos)	32680	2.107056	1.000787	92.9194	66.898	247.6525	19480516.61	SAO_2008
C/1948 L1 (Honda-Bernasconi)	32680	0.207628	0.999875	23.1489	317.0555	203.8209	19480515.91	SAO_2008
C/1948 N1 (Wirtanen)	33040	2.517207	0.999352	130.2675	229.9503	120.6032	19490501.11	SAO_2008
C/1948 R1 (Johnson)	32650	4.70838	1	53.2325	191.8392	140.4113	19480408.95	SAO_2008
C/1948 T1 (Wirtanen)	32440	3.261102	1.002278	155.0779	73.4648	122.1206	19470904.43	SAO_2008
C/1948 V1 (Eclipse comet)	32840	0.135421	0.999935	23.117	107.2521	211.0395	19481027.43	SAO_2008
C/1948 W1 (Bester)	32840	1.273428	0.997499	87.6054	274.2092	67.6685	19481022.87	SAO_2008
